"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q52","sex","age","race","edu","employ","income","politic1","politic2_1","quake","tornado","food","dog","marine","arm","police","rape","mug","fisherman","kidnap","crib","catch0","catch1","why","Q39","Q41","Country","condition","label","prompt"
"11","1/15/15 12:18","1/15/15 12:24",0,NA,322,1,"1/15/15 12:24","R_eDx9AYZ57iflRpr",NA,NA,NA,NA,45.53,-122.64,NA,NA,1,1,27,1,4,1,9,9,41,1,1,0,1,1,1,1,1,1,1,1,1,0,1,"I just went with my guy reaction. If it seemed relevant to me I went with the situation I would least want to be in.","no","thank you","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"12","1/15/15 12:18","1/15/15 12:24",0,NA,328,1,"1/15/15 12:24","R_1YTggbAnyciHEyx",NA,NA,NA,NA,33.88,-117.85,NA,NA,1,1,27,1,3,4,11,9,41,0,0,1,1,0,1,1,0,0,0,0,1,0,1,"If people were from locations I've been to then I picked those over people who died in locations I haven't. Some examples were more tragic than others, and I tended to pick those over circumstances that seemed more natural for bad things to happen.","No.","Very interesting survey, tough questions.","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"13","1/15/15 12:17","1/15/15 12:24",0,NA,411,1,"1/15/15 12:24","R_cTSXGRIKaGNVq1n",NA,NA,NA,NA,33.35,-111.82,NA,NA,1,2,32,1,3,5,9,1,60,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"I usually picked the answer that was least likely to happen, because it seems worse when it is unexpected.","none","none","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"14","1/15/15 12:18","1/15/15 12:24",0,NA,344,1,"1/15/15 12:24","R_1Feah5uiiCJFrHD",NA,NA,NA,NA,40.83,-73.51,NA,NA,1,2,24,1,4,3,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"I gave the answer the way I did based on the expectation of something bad happening in that situation. For example, if a situation had a low expectation of something bad happeneing, then I chose that as the worse situation. ","No, nothing was odd or confusing.","No additional thoughts. ","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"15","1/15/15 12:19","1/15/15 12:24",0,NA,318,1,"1/15/15 12:24","R_efHgUf65bp7iEM5",NA,NA,NA,NA,40.65,-73.95,NA,NA,1,1,24,5,4,1,10,2,35,1,0,1,0,1,0,1,0,1,0,0,1,0,1,"I tried to think about where or when the situation would be worse in my opinion and choose the answer that agreed with my line of thinking. For example if a person was kidnapped in norway or guatemala, I would prevent the situation in guatemala because I felt that the boy would suffer much more there from the kidnapping,","no","none","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"16","1/15/15 12:19","1/15/15 12:24",0,NA,347,1,"1/15/15 12:24","R_bqHz2YDDIX9BIkR",NA,NA,NA,NA,40.42,-79.89,NA,NA,1,2,36,1,6,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"Sometimes I randomly choose a worse senario, and others I chose the least expected envornment for the bad thing to happen.","No","No","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"17","1/15/15 12:18","1/15/15 12:25",0,NA,431,1,"1/15/15 12:25","R_38WKSsz0O608ZAp",NA,NA,NA,NA,38.94,-77.03,NA,NA,1,2,23,7,4,1,3,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,"I felt more sympathetic towards some situations versus others ","No","It was interesting to have to choose between 2 tough situations ","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"18","1/15/15 12:19","1/15/15 12:25",0,NA,332,1,"1/15/15 12:25","R_4UTj9YcGVReES8Z",NA,NA,NA,NA,40.77,-74.17,NA,NA,1,1,25,1,4,1,3,2,45,0,1,1,0,1,0,0,1,1,1,1,1,0,1,"I chose to prevent things from happening to things or places or people closest to me.","No","No","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"19","1/15/15 12:19","1/15/15 12:25",0,NA,382,1,"1/15/15 12:25","R_ebqAqiN8HjM2l6J",NA,NA,NA,NA,41.46,-84.55,NA,NA,1,1,29,1,4,2,1,9,40,1,1,1,1,0,1,1,1,1,1,1,1,0,1,"I considered which situation / location would be less likely to happen and decided that one would suck more.  ie Someone in Oregon typically wouldn't experience a tornado so if you did it would suck way more then someone in Nebraska who lives with them every year and expects them.","No","Interesting HIT thanks for the opportunity.","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"20","1/15/15 12:18","1/15/15 12:25",0,NA,417,1,"1/15/15 12:25","R_bfqxrDY1IF4jr7v",NA,NA,NA,NA,39.08,-86.43,NA,NA,1,1,21,1,3,4,11,2,30,0,1,1,1,0,1,0,1,1,0,1,1,0,1,"i answered the way i did because i felt more favorable to the situation or state that was presented.","nope","thank you","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"21","1/15/15 12:20","1/15/15 12:25",0,NA,328,1,"1/15/15 12:25","R_cGSrtYCh8XC6y1L",NA,NA,NA,NA,43.75,-90.8,NA,NA,1,2,48,1,2,2,1,1,100,1,1,1,1,0,0,1,0,1,1,1,1,0,1,"Some accidents are more expected - like an earthquake in CA.","Nothing odd.","Interesting study!","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"22","1/15/15 12:17","1/15/15 12:25",0,NA,486,1,"1/15/15 12:25","R_eyXbJVfy9YGzawl",NA,NA,NA,NA,41.54,-72.82,NA,NA,1,2,33,2,3,2,9,2,50,0,1,0,1,0,0,0,0,0,0,1,1,0,1,"I personally feel that there was no right answer. For just picking one it was wrong; however, I had to choose. So the choice I made, tried picking based as far away from my emotions if that can make sense. IE:  the fire in new Hampshire when I don't live in New hampshire. And those I had no choice for I just went by instinct","No","no comment","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"23","1/15/15 12:17","1/15/15 12:26",0,NA,520,1,"1/15/15 12:26","R_3lnUlBAi0lRqogB",NA,NA,NA,NA,41.96,-87.66,NA,NA,1,1,66,1,3,6,3,9,7,1,1,1,1,1,0,1,1,1,1,0,1,0,1,"When possible, I tended to choose the option that seemed less common or less expected. ","No.","It was interesting.","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"24","1/15/15 12:17","1/15/15 12:26",0,NA,538,1,"1/15/15 12:26","R_9Smtvof4ZIlpbwh",NA,NA,NA,NA,34.1,-117.58,NA,NA,1,1,23,1,4,1,9,9,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,"Some instances meant the person could get help, some instances were out of the ordinary for the region, I chose basically based on if it was a position where the person could get help or put themselves in danger or not.","No","It was very interesting, thank you.","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"25","1/15/15 12:22","1/15/15 12:26",0,NA,240,1,"1/15/15 12:26","R_3JnaM3UtWkYZTBr",NA,NA,NA,NA,26.62,-81.84,NA,NA,1,2,49,1,4,1,9,2,18,1,1,0,1,1,1,0,1,0,0,1,0,0,1,"I reviewed the scenerio and decided what I thought was a worse event","nothing was confusing","no comments","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"26","1/15/15 12:21","1/15/15 12:26",0,NA,325,1,"1/15/15 12:26","R_7V8fYmV3QgFyJDv",NA,NA,NA,NA,43.31,-89.81,NA,NA,1,2,39,1,6,1,11,2,16,0,1,1,1,1,1,1,1,1,1,1,1,0,1,"Sometimes it was just gut feelings that determined my answer, and sometimes I wanted to prevent the outcome that seemed more tragic/unexpected.","No","","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"27","1/15/15 12:18","1/15/15 12:26",0,NA,495,1,"1/15/15 12:26","R_7P0Uc46WqKZzeLP",NA,NA,NA,NA,38.03,-87.51,NA,NA,1,2,53,1,4,2,12,2,38,0,0,1,1,1,1,0,0,0,0,0,1,0,1,"I think on the ones that were similar except for the state or city that it occurred or the means by which the accident occurred, I just picked A. But if for example I thought the crime rate was worse in a particular city I might pick that one when the question was about crime. When the woman fell I picked the fall that occurred outside because she would be exposed to weather conditions outside. It was fairly random on most though. ","No","Most of the questions were difficult to choose the answer. ","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"28","1/15/15 12:22","1/15/15 12:26",0,NA,260,1,"1/15/15 12:26","R_9GHw35hc9hihnSt",NA,NA,NA,NA,39.27,-76.74,NA,NA,1,1,24,1,4,1,3,2,21,0,1,1,0,0,0,1,0,1,0,1,1,1,1,"I felt those were the best answers.","No.","It was a great survey!","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"29","1/15/15 12:18","1/15/15 12:27",0,NA,514,1,"1/15/15 12:27","R_1ztJojCkwBdhaip",NA,NA,NA,NA,42.32,-89.62,NA,NA,1,1,64,1,3,6,3,10,55,1,1,1,0,1,1,1,0,1,0,0,1,0,1,"Some were random, some were chosen because there was some advantage. Police dog vs. family pet.","not especially","no issues","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"30","1/15/15 12:17","1/15/15 12:27",0,NA,583,1,"1/15/15 12:27","R_1FaBxvgYmbN0y6p",NA,NA,NA,NA,33.54,-86.93,NA,NA,1,2,32,5,6,1,9,10,59,1,1,1,1,1,1,0,0,1,0,1,1,0,1,"The situation that rarely happens looks worse to me.","for some questions, outcome 1 and 2 are same to me.","no","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"31","1/15/15 12:18","1/15/15 12:27",0,NA,549,1,"1/15/15 12:27","R_6lNA5KKBzo7ZLbn",NA,NA,NA,NA,37.15,-93.26,NA,NA,1,2,28,1,4,1,2,2,21,1,0,0,1,1,1,1,1,0,0,0,0,0,1,"I think I was going for states or situations that seemed closer to me and where I am at.","I was confused because the sistuation were very similar and ahrd to choose from.","No","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"32","1/15/15 12:20","1/15/15 12:27",0,NA,395,1,"1/15/15 12:27","R_bvZqQM9LzHHUQQd",NA,NA,NA,NA,34.05,-118.24,NA,NA,1,1,22,2,4,1,10,2,11,1,1,1,1,1,1,1,1,1,0,0,1,0,1,"I answered the questions by choosing the answers where the person affected by tragedy had less recourse for assistance or where the odds of tragedy happening are less likely. I feel that it is more tragic if someone dies miles away from a coast (more isolated from potential help) or in a part of a country that is not prepared for earthquakes.","No everything was clear cut","GOOD STUDY!","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"33","1/15/15 12:18","1/15/15 12:27",0,NA,539,1,"1/15/15 12:27","R_3EgEhwdPrC41DRr",NA,NA,NA,NA,40.47,-79.99,NA,NA,1,2,53,1,3,2,1,1,92,0,0,0,1,1,1,0,0,0,1,1,1,0,1,"Sometimes I identified with the people, such as someone in Nebraska or Florida where I have family members.  Other times I identified with the person who seemed to have less money, like the person who ate at the fast food restaurant instead of the four-star restaurant.  I have low income.  Other times it was pretty much random - no particular reason for the choice.","no","no","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"34","1/15/15 12:17","1/15/15 12:27",0,NA,634,1,"1/15/15 12:27","R_9zc91mwNqBeloq1",NA,NA,NA,NA,39.6,-75.69,NA,NA,1,2,29,1,3,5,11,2,10,1,1,0,1,1,1,1,1,1,0,1,1,0,1,"A lot of the time, I thought about what the person usually does. Like in the example with the rape in the door room or in an alley, I thought that being raped in the door room would mean she would not feel safe in the place that is supposed to be her home versus the alley which she never has to go near again if she wants to avoid it. Other times, I chose based on the rarity of the experience. I expect earthquakes to occur in California and assume that its citizens are aware of those risks. If it happens in Oklahoma, I feel worse because it was unexpected.","No.","No.","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"35","1/15/15 12:21","1/15/15 12:27",0,NA,350,1,"1/15/15 12:27","R_8IeCy8R6VzYdHKZ",NA,NA,NA,NA,43.4,-84.07,NA,NA,1,1,38,1,3,2,3,3,50,1,1,0,1,1,1,1,1,0,1,1,1,0,1,"I chose to minimize losses in less unfriendly environments or to rescue people from a meaningless death.","no","none","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"36","1/15/15 12:19","1/15/15 12:27",0,NA,492,1,"1/15/15 12:27","R_6eOxGql2vNM7LO5",NA,NA,NA,NA,42.73,-84.64,NA,NA,1,1,22,1,4,3,1,9,27,0,0,0,0,1,1,1,1,0,0,0,0,0,1,"For the states, I tried to stop stuff that happened in the North because I am biased against the South, maybe. I tried to prevent situations where the consequences went further, choose to stop stuff where the intial situation was happier so that they would not match the bad outcome with something enjoyable, and I tried to stop situations where the other options seemed like help would be easier (broken hip in house, boy in Guatemala (in the driveway, a neighbor might see and in Norway the police might be better)).","I do not know what the information that you have collected is going to be used for, I guess. All the situations were pretty bad and most were equally bad. ","","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"37","1/15/15 12:22","1/15/15 12:27",0,NA,323,1,"1/15/15 12:27","R_034MT3vtfxNAjVr",NA,NA,NA,NA,35.5,-84.83,NA,NA,1,2,27,1,3,5,2,1,88,1,0,0,1,1,1,1,1,0,1,0,1,0,1,"I tired to pick the answer where the person in the situation was  ""less deserving"" of the conswquence, although it was hard to do because no of them truly deserved the consequences.","no","no","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"38","1/15/15 12:18","1/15/15 12:27",0,NA,542,1,"1/15/15 12:27","R_1B4ibHKu1pobnDL",NA,NA,NA,NA,40.43,-79.92,NA,NA,1,1,59,1,6,4,2,11,29,1,0,0,0,1,0,0,0,0,0,0,0,0,1,"It depends from each situation. But mostly my choice was as ""fifty-fifty"" because I had to make a choice. Any situation is very bad.","no","no","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"39","1/15/15 12:21","1/15/15 12:27",0,NA,407,1,"1/15/15 12:27","R_8ewm9bmPGVeq2SV",NA,NA,NA,NA,40.94,-74.07,NA,NA,1,2,32,1,5,1,9,3,17,1,1,1,1,1,0,1,1,1,1,1,0,0,1,"I chose to prevent the one that seemed less likely ore more safe to happen, for example a woman has a more likely chance of being raped on the street then in her home.  Or i chose the one that I thought would have a better outcome, for example having the left foot amputated because the right foot is the driving foot.","no, I liked it","it was interesting to take this","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"40","1/15/15 12:21","1/15/15 12:28",0,NA,407,1,"1/15/15 12:28","R_cuyKwyU6zRTr81L",NA,NA,NA,NA,35.1,-106.52,NA,NA,1,1,30,1,3,2,2,9,39,1,1,1,1,1,0,0,1,1,0,0,0,0,1,"I just tried to pick what I personally found as more upsetting news.","Not that I could find.","None.","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"41","1/15/15 12:20","1/15/15 12:28",0,NA,432,1,"1/15/15 12:28","R_b1a1LcHfy3f7riB",NA,NA,NA,NA,34,-86.83,NA,NA,1,1,30,1,4,3,11,3,54,1,1,0,1,1,1,1,1,1,1,1,1,0,1,"Some were equal and I just randomly picked one, but on the majority of the questions I tried to choose the least likely scenario as worse.  The outcome is tragic either way, but people in Nebraska are used to tornadoes, people in Oregon aren't as mentally hardened to tornadoes and wouldn't be able to handle it as well.","The questions were odd, I've never seen anything like these on mturk.  I'd be interested in seeing the results. bmcd.turk@gmail.com","Thank you","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"42","1/15/15 12:21","1/15/15 12:28",0,NA,418,1,"1/15/15 12:28","R_1FhbxJA982cpyqV",NA,NA,NA,NA,46.01,-112.44,NA,NA,1,1,28,1,4,3,3,2,9,1,0,1,1,1,0,1,1,1,1,0,0,0,1,"There were small little differences that pushed my decision either direction. Like being killed in an accident made things worse. ","No.","No.","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"43","1/15/15 12:18","1/15/15 12:28",0,NA,599,1,"1/15/15 12:28","R_bfKRDMlCBBwaTcN",NA,NA,NA,NA,34.17,-118.2,NA,NA,1,1,30,5,4,1,10,9,80,1,0,1,1,1,1,1,1,0,1,1,1,0,1,"I answered some based on the more ""honorable"" death. If the event usually happens in that city/country, then I choose the other city. ","None","Good luck on your study!","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"44","1/15/15 12:18","1/15/15 12:28",0,NA,576,1,"1/15/15 12:28","R_2oBxAsSdtxcoXrL",NA,NA,NA,NA,33.52,-81.94,NA,NA,1,1,37,1,4,1,10,3,50,1,1,1,0,1,0,1,1,1,0,1,1,0,1,"Most of the time I chose the worst option based on what is known about an area. Like Detroit more dangerous than Denver so it is at very least more suprising. or like Guatemala, its not uncommon for the mob to blow up buses there unlike Norway. When there is a known risk you have a greater chance of doing something to defend yourself. Now for something like the roller blade vs the skateboard. its worse from the stand point is its less likely to hurt yourself on the roller blade vs skate board due to the comparison of skill to master each, it takes less skill to roller blade than to skate board. hope that makes sense","no","none","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"45","1/15/15 12:18","1/15/15 12:28",0,NA,586,1,"1/15/15 12:28","R_3K7TnGMaNpQFX13",NA,NA,NA,NA,40.79,-72.88,NA,NA,1,2,41,1,4,1,11,1,70,1,0,1,0,0,0,1,1,1,0,1,0,0,1,"I went with my gut feelings on each question","no","no comments","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"46","1/15/15 12:20","1/15/15 12:28",0,NA,509,1,"1/15/15 12:28","R_efit7FFj6OxwZDf",NA,NA,NA,NA,29.96,-91.87,NA,NA,1,1,30,1,1,4,2,2,50,1,1,0,1,1,1,1,1,1,1,1,0,0,1,"My answers depended on the situation the people were in and if it could have been avoided.","no","none","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"47","1/15/15 12:22","1/15/15 12:28",0,NA,368,1,"1/15/15 12:28","R_cHAvhV1fKqWbnEN",NA,NA,NA,NA,39.74,-105.12,NA,NA,1,2,32,1,4,1,3,9,8,0,1,1,0,0,1,1,1,1,1,1,1,0,1,"It was very hard to choose.  I thought about which made the most sense from a moral standpoint to me and eliminated the one I thought it should happen to least. I then chose the one that was left.","No","No","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"48","1/15/15 12:17","1/15/15 12:29",0,NA,664,1,"1/15/15 12:29","R_5bgmQqvSCObecDz",NA,NA,NA,NA,36.81,-76.37,NA,NA,1,1,34,5,4,1,10,10,41,0,1,0,0,1,1,1,1,0,1,0,1,0,1,"I mostly chose them on a case by case but I generally tried to pick the outcome that do the most good in my opinion. I am more likely to save people from freak accidents then situations that the negative outcome were somewhat probable.","No, it was clear.","No additional comments.","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"49","1/15/15 12:20","1/15/15 12:29",0,NA,497,1,"1/15/15 12:29","R_bBI3Nxqwwqn1XxP",NA,NA,NA,NA,34.2,-118.29,NA,NA,1,1,57,1,4,6,1,9,81,1,0,0,0,1,1,1,1,1,0,1,1,0,1,"So many of the questions were nearly identical that it didn't make a difference which choice so I arbitrarily checked one. Others were judged by picking what may be the less painful or the unfortunate incident as opposed to one that could have been unpreventable. To be blunt I chose red states over blue states. ","no","no","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"50","1/15/15 12:21","1/15/15 12:29",0,NA,469,1,"1/15/15 12:29","R_86UizFFMiEJM6Tb",NA,NA,NA,NA,34.54,-86.87,NA,NA,1,2,52,1,2,5,9,1,87,1,1,0,1,1,1,1,1,1,1,0,1,0,1,"Well like it being at home or outside. Being at home someone would not find You. also some answers were accidents and some were kind of expected to happen in certain situations. Then otheres were just guesses","No","No","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"51","1/15/15 12:19","1/15/15 12:29",0,NA,593,1,"1/15/15 12:29","R_cOwtPVOYEtZZHhP",NA,NA,NA,NA,40.94,-77.78,NA,NA,1,1,55,1,2,5,1,9,50,1,1,1,1,1,1,1,0,1,0,1,1,0,1,"I chse the less expected as more horrific as well as what may cause additional suffering.","no","no","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"52","1/15/15 12:21","1/15/15 12:29",0,NA,498,1,"1/15/15 12:29","R_2988pThxZ8BZ5NH",NA,NA,NA,NA,39.98,-75.15,NA,NA,1,1,19,1,3,4,2,3,30,1,1,1,1,1,1,1,1,1,0,0,1,0,1,"Context of the situation is key. If there was a situation that was the same but with a different location, I chose the location that the situation was most uncommon.","Some of the things i would misread and confuse the meaning.","It wasn't as bad as it was described to have been","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"53","1/15/15 12:21","1/15/15 12:30",0,NA,511,1,"1/15/15 12:30","R_b1mn8wCd17odsMZ",NA,NA,NA,NA,42.97,-72.28,NA,NA,1,2,35,1,3,1,1,3,25,0,1,1,1,1,1,1,0,1,1,1,1,0,1,"I tried to select the one that I felt was more rare to happen.","No","Thank you","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
"54","1/15/15 12:23","1/15/15 12:30",0,NA,391,1,"1/15/15 12:30","R_0URerlRhs0lSqnH",NA,NA,NA,NA,39.63,-77.71,NA,NA,1,2,37,3,3,1,2,3,56,1,1,1,1,1,1,1,0,1,1,0,1,0,1,"i went the way that seemed likely to be less likely to actually happen.  these events would be more of a surprise.","no not at all","no thanks ","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"55","1/15/15 12:18","1/15/15 12:30",0,NA,684,1,"1/15/15 12:30","R_3rbKVtCa7CC5vzn",NA,NA,NA,NA,38.4,-78.89,NA,NA,1,2,46,1,3,3,2,9,59,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"Most of the scenarios had an outcome which could be expected under the circumstances.","No, I did not find any aspect odd or confusing.","I found the study interesting and am curious as to what the goal of the study is and the findings overall.","United States","worse","Outcome","If you had to choose, which outcome is worse?"
"56","1/15/15 12:20","1/15/15 12:30",0,NA,610,1,"1/15/15 12:30","R_bQ71zRvKP78w3k1",NA,NA,NA,NA,36.31,-95.62,NA,NA,1,1,32,1,2,3,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"I just thought of the situations. Such as a child on a bike with training wheels was inexperienced, so I wouldn't want them to get hurt. Or a cop being shot during a traffic stop is worse and unexpected, so I'd rather avoid that than during a drug raid. ","No","No, I thought it was interesting and the questions kept got me thinking. ","United States","moral","Outcome","If you had to choose, which outcome would you prevent from occurring?"
